1H16_A/PFL1,1R9E_A/PFL2_DhaB_BssA,1HK8_A/RNR_III,1L1L_A/RNR_II_MONOMER,4R1R_A/RNR_1,1XJE_A/RNR_II_Dimer,2HA9_A/RNR_PFL_like_DUF711,20808264/RNR_III,38199336/RNR_III,29897259/RNR_III,46578715/RNR_III,34395948/RNR_III,16799382/RNR_III,17549184/RNR_III,50843575/RNR_III,15597116/RNR_III,42526839/RNR_III,34103723/RNR_III,45047350/RNR_III,31745026/RNR_III,18309899/RNR_III,23466296/RNR_III,19703656/RNR_III,18311489/RNR_III,15679535/RNR_III,25028919/RNR_III,19913820/RNR_III,19887396/RNR_III,14589982/RNR_III,41615134/RNR_III,26553948/RNR_III,32034522/RNR_III,56459299/RNR_III,15643151/RNR_III,122202257/RNR_II_MONOMER,46445745/RNR_II_MONOMER,182676582/RNR_II_MONOMER,66801255/RNR_II_MONOMER,22298870/RNR_II_MONOMER,2F3O_A/PFL2_DhaB_BssA,28379125/PFL2_DhaB_BssA,418519/PFL2_DhaB_BssA,3024375/PFL2_DhaB_BssA,22536514/PFL2_DhaB_BssA,28203085/PFL2_DhaB_BssA,23954275/PFL2_DhaB_BssA,28211126/PFL2_DhaB_BssA,26250357/PFL2_DhaB_BssA,57158548/PFL2_DhaB_BssA,51244468/PFL2_DhaB_BssA,39984089/PFL2_DhaB_BssA,46580677/PFL2_DhaB_BssA,28300939/PFL2_DhaB_BssA,50877916/PFL2_DhaB_BssA,56476471/PFL2_DhaB_BssA,51850061/PFL2_DhaB_BssA,2500058/PFL1,3122593/PFL1,4218500/PFL1,6580769/PFL1,22298533/PFL1,28379671/PFL1,29350146/PFL1,29376172/PFL1,23465524/PFL1,16801097/PFL1,47525779/PFL1,19713713/PFL1,1PEQ_A/RNR_1,4R1R_C/RNR_1,2WGH_A/RNR_1,1ZYZ_A/RNR_1,417657/RNR_1,1350599/RNR_1,1350600/RNR_1,1710384/RNR_1,1710391/RNR_1,3914639/RNR_1,3914655/RNR_1,3914656/RNR_1,6093975/RNR_1,6225952/RNR_1,7388069/RNR_1,10957414/RNR_1,12644286/RNR_1,13882932/RNR_1,15290502/RNR_1,15604373/RNR_1,15674554/RNR_1,15677158/RNR_1,15791174/RNR_1,18266787/RNR_1,18311343/RNR_1,19074701/RNR_1,19703450/RNR_1,21223594/RNR_1,21910585/RNR_1,23100544/RNR_1,28198392/RNR_1,28493650/RNR_1,29654844/RNR_1,30019504/RNR_1,30316299/RNR_1,30793895/RNR_1,33236863/RNR_1,33598410/RNR_1,39938540/RNR_1,46100377/RNR_1,46255233/RNR_1,46446982/RNR_1,49256098/RNR_1,51891460/RNR_1,52000447/RNR_1,53728875/RNR_1,56707667/RNR_1,57014144/RNR_1,66810005/RNR_1,71895081/RNR_1,72163400/RNR_1,2648891/RNR_II_Dimer,57234895/RNR_II_Dimer,16082440/RNR_II_Dimer,51893898/RNR_II_Dimer,2621734/RNR_II_Dimer,15897814/RNR_II_Dimer,20090518/RNR_II_Dimer,42557734/RNR_II_Dimer,51246679/RNR_II_Dimer,15839968/RNR_II_Dimer,34102757/RNR_II_Dimer,20808702/RNR_II_Dimer,14590272/RNR_II_Dimer,42522732/RNR_II_Dimer,74055571/RNR_II_Dimer,81568276/RNR_II_Dimer,53803344/RNR_II_Dimer,15790595/RNR_II_Dimer,18313863/RNR_II_Dimer,21673413/RNR_II_Dimer,81737311/RNR_II_Dimer,21224150/RNR_II_Dimer,10175431/RNR_II_Dimer,32477697/RNR_II_Dimer,73748165/RNR_II_Dimer,47458851/RNR_II_Dimer,28210310/RNR_II_Dimer,17544914/RNR_II_Dimer,34397173/RNR_II_Dimer,53723300/RNR_II_Dimer,157165627/RNR_PFL_like_DUF712,18310479/RNR_PFL_like_DUF713,253581564/RNR_PFL_like_DUF714,150385022/RNR_PFL_like_DUF715,53728820/RNR_PFL_like_DUF716,254669585/RNR_PFL_like_DUF717,20090543/RNR_PFL_like_DUF718,23396954/RNR_PFL_like_DUF719,20094650/RNR_PFL_like_DUF720,154501151/RNR_PFL_like_DUF721,237732939/RNR_PFL_like_DUF722,15669861/RNR_PFL_like_DUF723,170290665/RNR_PFL_like_DUF724,18314171/RNR_PFL_like_DUF725,146303128/RNR_PFL_like_DUF726,15920428/RNR_PFL_like_DUF727,229536413/RNR_PFL_like_DUF728
941,217,1170,1220,1150,1200,1250,1100,1150,1200,1130,1180,1170,1130,1160,1100,1090,1170,1150,1170,1130,1210,1170,1180,1160,1160,1160,1170,1190,1180,1150,1160,1150,1150,1200,1230,1190,1220,1230,695,709,551,657,652,0,830,825,304,717,709,676,914,920,912,1010,998,920,965,942,932,951,958,982,918,1010,961,932,946,1150,1150,1200,1230,1220,1140,1220,1180,1200,1210,1230,1210,1260,1190,1220,1180,1220,1140,1240,1190,1120,1150,1220,1220,1220,1210,1170,1200,1180,1220,1190,1190,1230,1160,1190,1210,1200,1230,1190,1200,1200,1210,1200,1210,1200,1200,1210,1180,1200,1200,1210,1200,1150,1210,1210,1130,1190,1230,1180,1190,1170,1220,1210,1160,1210,1190,1210,1240,1200,1220,1190,1220,1180,1200,1190,1180,1210,1180,1230,1210,1210,1240,1240,1250,1240,1220,1220,1250,1240,1270,1260,1250,1240,1260,1270,1260,1270,1290
1050,833,1160,1210,1180,1170,1260,1130,1150,1150,1160,1180,1150,1140,1110,1100,1110,1190,1150,1170,1130,1120,1120,1140,1160,1110,1150,1150,1140,1170,1150,1250,1210,1180,1230,1260,1220,1240,1230,837,799,840,849,793,830,0,250,826,869,889,865,947,960,877,1040,1030,1020,1070,1030,1020,1010,1060,1000,1070,1080,1070,1010,1020,1150,1180,1170,1180,1170,1120,1180,1170,1190,1210,1190,1180,1200,1190,1210,1170,1180,1140,1240,1170,1140,1170,1170,1200,1190,1160,1170,1200,1190,1180,1150,1170,1160,1160,1170,1170,1170,1180,1200,1170,1190,1190,1170,1190,1180,1180,1200,1180,1170,1170,1170,1170,1120,1180,1170,1110,1170,1190,1200,1140,1170,1160,1140,1170,1160,1130,1160,1170,1170,1180,1140,1150,1140,1230,1140,1160,1230,1170,1170,1160,1180,1250,1250,1240,1250,1250,1240,1230,1250,1270,1260,1250,1240,1220,1260,1260,1250,1250
1020,810,1160,1210,1200,1170,1250,1160,1180,1140,1180,1200,1160,1160,1110,1150,1130,1180,1180,1170,1160,1130,1150,1180,1180,1130,1160,1160,1160,1180,1170,1270,1210,1200,1240,1260,1230,1250,1240,848,805,859,840,779,825,250,0,799,891,885,874,953,966,910,1020,1010,1010,1060,1020,1010,1020,1050,999,1070,1050,1050,1000,1010,1180,1200,1200,1210,1210,1160,1220,1180,1220,1220,1210,1200,1240,1210,1230,1180,1210,1170,1260,1200,1160,1180,1210,1220,1190,1190,1190,1220,1200,1220,1200,1180,1180,1170,1210,1200,1200,1210,1200,1200,1190,1220,1210,1230,1220,1200,1230,1190,1200,1210,1200,1200,1150,1190,1190,1110,1190,1200,1230,1150,1170,1190,1160,1190,1180,1180,1160,1210,1210,1230,1160,1170,1150,1240,1160,1180,1240,1170,1200,1190,1190,1240,1240,1250,1230,1250,1240,1220,1240,1260,1250,1240,1230,1210,1220,1230,1230,1240
939,272,1160,1190,1180,1210,1260,1120,1150,1190,1120,1160,1160,1130,1120,1130,1110,1170,1170,1140,1160,1170,1160,1140,1160,1140,1160,1150,1200,1190,1180,1170,1160,1170,1200,1220,1180,1220,1220,696,703,564,674,664,304,826,799,0,739,677,703,922,948,900,1020,1020,926,985,941,943,955,963,959,943,1000,984,956,945,1200,1180,1190,1220,1240,1180,1210,1200,1210,1220,1220,1190,1240,1200,1240,1200,1210,1190,1250,1180,1180,1190,1220,1230,1240,1220,1180,1210,1200,1240,1230,1220,1230,1180,1210,1210,1210,1240,1200,1210,1190,1220,1200,1200,1200,1220,1230,1200,1220,1200,1210,1180,1160,1190,1190,1140,1190,1220,1210,1190,1180,1210,1210,1170,1210,1190,1240,1220,1200,1220,1210,1230,1180,1180,1210,1170,1210,1170,1220,1210,1220,1260,1240,1250,1230,1240,1230,1250,1230,1260,1260,1240,1250,1250,1280,1260,1260,1300
923,712,1130,1160,1120,1200,1260,1070,1150,1120,1080,1130,1140,1130,1110,1090,1090,1130,1080,1120,1070,1130,1070,1060,1060,1090,1110,1090,1100,1100,1110,1170,1120,1090,1170,1180,1140,1210,1220,823,780,771,796,770,717,869,891,739,0,495,483,917,879,883,992,974,913,938,897,901,917,932,943,917,967,955,907,874,1190,1120,1170,1170,1200,1150,1170,1160,1150,1170,1190,1180,1190,1130,1190,1190,1180,1190,1180,1130,1170,1110,1130,1160,1170,1150,1150,1170,1160,1200,1180,1140,1180,1160,1170,1170,1130,1160,1180,1170,1180,1150,1180,1170,1170,1180,1200,1170,1180,1180,1180,1150,1140,1170,1180,1130,1170,1150,1180,1170,1130,1160,1160,1180,1190,1150,1190,1170,1130,1170,1160,1180,1160,1170,1190,1150,1180,1180,1190,1140,1180,1250,1240,1250,1240,1230,1230,1230,1240,1220,1270,1260,1230,1230,1250,1250,1220,1250
954,673,1110,1160,1130,1160,1270,1070,1130,1120,1070,1110,1120,1100,1090,1080,1090,1110,1130,1130,1080,1130,1090,1080,1100,1060,1100,1130,1130,1140,1120,1180,1150,1140,1200,1180,1170,1220,1250,811,781,758,796,779,709,889,885,677,495,0,374,901,887,865,952,946,924,936,902,932,948,935,943,919,994,927,917,918,1140,1130,1160,1160,1180,1120,1170,1140,1170,1170,1170,1180,1160,1130,1190,1150,1160,1140,1150,1170,1110,1120,1150,1150,1160,1150,1140,1180,1140,1200,1180,1140,1190,1140,1140,1180,1170,1180,1170,1170,1200,1150,1170,1150,1170,1190,1160,1170,1180,1160,1190,1160,1140,1170,1160,1130,1160,1190,1150,1170,1130,1150,1140,1200,1220,1160,1210,1150,1140,1170,1200,1230,1180,1150,1210,1120,1150,1190,1180,1160,1220,1270,1230,1270,1240,1280,1270,1240,1260,1240,1270,1270,1240,1230,1270,1240,1250,1260
926,658,1120,1160,1080,1170,1250,1070,1100,1090,1080,1130,1130,1100,1090,1050,1090,1120,1110,1130,1100,1130,1120,1100,1100,1070,1130,1110,1150,1160,1130,1180,1120,1110,1200,1180,1160,1190,1240,810,796,709,810,805,676,865,874,703,483,374,0,880,918,877,944,942,925,940,919,904,922,914,927,928,992,934,896,918,1120,1080,1120,1150,1130,1110,1140,1130,1110,1140,1150,1150,1150,1130,1170,1150,1150,1130,1150,1110,1120,1060,1120,1130,1140,1130,1110,1130,1120,1170,1160,1100,1140,1110,1120,1150,1130,1130,1160,1130,1160,1130,1130,1140,1140,1160,1160,1130,1150,1130,1150,1150,1130,1160,1170,1110,1140,1170,1140,1160,1130,1160,1140,1190,1170,1120,1180,1180,1130,1160,1180,1190,1160,1120,1190,1100,1130,1180,1190,1140,1180,1260,1240,1260,1240,1250,1260,1250,1260,1260,1260,1270,1240,1250,1270,1250,1250,1260
1070,909,1180,1190,1200,1230,1290,1160,1200,1220,1170,1170,1170,1160,1200,1180,1140,1160,1170,1190,1200,1180,1160,1190,1150,1150,1190,1170,1210,1210,1180,1210,1180,1190,1210,1210,1180,1230,1200,922,889,868,896,879,914,947,953,922,917,901,880,0,883,945,929,931,1020,1090,1050,1060,1070,1030,1030,1030,1100,1080,1050,1060,1220,1200,1220,1240,1230,1170,1230,1190,1220,1240,1190,1220,1200,1200,1210,1230,1210,1220,1190,1190,1190,1180,1190,1230,1180,1230,1190,1210,1220,1220,1180,1180,1200,1200,1200,1250,1210,1210,1210,1210,1260,1210,1220,1220,1230,1240,1240,1170,1230,1210,1210,1190,1200,1250,1200,1180,1220,1220,1220,1230,1190,1190,1180,1220,1240,1190,1200,1230,1230,1210,1220,1180,1210,1220,1230,1220,1230,1240,1210,1200,1210,1280,1290,1290,1280,1290,1290,1270,1280,1250,1300,1280,1290,1260,1270,1270,1280,1270
995,884,1090,1160,1130,1160,1270,1160,1170,1150,1170,1100,1090,1170,1100,1160,1110,1060,1090,1100,1150,1120,1100,1130,1110,1090,1140,1130,1150,1140,1110,1200,1190,1180,1210,1170,1170,1200,1220,953,921,896,942,920,920,960,966,948,879,887,918,883,0,959,984,971,989,1030,1030,984,987,1030,983,1010,1020,1000,1000,1010,1200,1130,1160,1160,1170,1160,1140,1170,1170,1160,1190,1180,1180,1200,1200,1180,1160,1180,1170,1210,1160,1140,1220,1140,1170,1160,1180,1200,1140,1210,1190,1170,1220,1160,1160,1170,1190,1210,1190,1160,1190,1160,1170,1190,1170,1210,1270,1160,1160,1160,1190,1180,1190,1200,1200,1160,1200,1180,1160,1200,1190,1210,1180,1190,1230,1200,1240,1230,1200,1190,1230,1230,1190,1200,1160,1190,1220,1200,1200,1170,1220,1260,1260,1270,1250,1250,1250,1250,1260,1250,1270,1270,1260,1260,1250,1240,1230,1270
1050,889,1140,1160,1180,1170,1300,1170,1200,1180,1200,1180,1160,1180,1160,1140,1170,1160,1140,1160,1160,1170,1150,1140,1130,1170,1170,1160,1180,1150,1160,1230,1230,1200,1220,1190,1220,1190,1250,936,866,828,842,812,912,877,910,900,883,865,877,945,959,0,999,980,1040,1100,1040,1040,1030,1050,1030,1050,1090,1070,1030,1060,1200,1180,1190,1210,1210,1150,1210,1180,1200,1220,1220,1190,1220,1170,1220,1200,1200,1200,1220,1170,1130,1180,1160,1230,1190,1180,1190,1170,1190,1220,1200,1170,1170,1170,1190,1200,1160,1170,1210,1190,1220,1220,1190,1190,1230,1230,1200,1170,1210,1190,1180,1190,1170,1210,1200,1150,1190,1200,1180,1190,1190,1200,1160,1180,1150,1170,1230,1200,1170,1170,1200,1210,1180,1190,1150,1150,1200,1210,1200,1160,1190,1300,1270,1290,1270,1290,1270,1270,1280,1290,1280,1300,1290,1290,1320,1280,1270,1290
1070,976,1180,1210,1180,1210,1310,1230,1200,1190,1240,1180,1190,1220,1170,1210,1220,1170,1230,1240,1230,1190,1190,1220,1200,1130,1250,1200,1230,1220,1190,1280,1260,1240,1240,1250,1270,1260,1260,989,972,954,931,982,1010,1040,1020,1020,992,952,944,929,984,999,0,96.5,1100,1120,1090,1070,1080,1070,1110,1090,1100,1110,1090,1080,1230,1180,1210,1240,1240,1190,1230,1230,1240,1250,1230,1220,1230,1240,1220,1220,1240,1220,1210,1260,1190,1180,1220,1250,1210,1250,1180,1240,1230,1260,1240,1180,1230,1200,1210,1250,1210,1230,1220,1220,1300,1240,1230,1270,1260,1280,1280,1240,1250,1220,1230,1210,1230,1270,1230,1180,1240,1230,1230,1230,1200,1200,1190,1210,1260,1190,1250,1250,1260,1220,1220,1260,1210,1200,1230,1200,1200,1240,1220,1240,1220,1310,1310,1310,1280,1310,1310,1300,1300,1320,1320,1300,1300,1290,1280,1270,1300,1290
1060,975,1170,1220,1200,1200,1320,1240,1220,1210,1260,1190,1200,1230,1180,1200,1230,1150,1240,1250,1220,1190,1170,1230,1220,1140,1250,1230,1240,1210,1180,1280,1240,1230,1250,1260,1270,1260,1270,981,980,960,945,978,998,1030,1010,1020,974,946,942,931,971,980,96.5,0,1090,1090,1080,1050,1060,1060,1110,1090,1080,1110,1060,1060,1220,1200,1220,1230,1240,1180,1230,1220,1240,1240,1230,1230,1220,1230,1220,1220,1250,1210,1210,1260,1170,1200,1220,1250,1200,1250,1170,1250,1220,1250,1230,1180,1220,1180,1220,1250,1200,1230,1220,1220,1290,1240,1230,1260,1250,1270,1260,1220,1260,1220,1220,1200,1220,1260,1230,1170,1240,1230,1210,1230,1210,1200,1180,1200,1260,1190,1250,1250,1230,1230,1220,1260,1210,1190,1230,1210,1200,1230,1230,1230,1210,1320,1320,1320,1300,1310,1320,1310,1310,1320,1320,1310,1310,1300,1290,1290,1310,1300
361,892,1120,1170,1110,1150,1270,1080,1140,1120,1130,1140,1150,1110,1150,1120,1110,1140,1120,1150,1150,1140,1130,1120,1090,1090,1140,1120,1180,1160,1140,1130,1150,1110,1200,1170,1120,1230,1250,915,881,900,927,903,920,1020,1010,926,913,924,925,1020,989,1040,1100,1090,0,545,308,317,301,465,307,401,486,466,257,360,1200,1110,1170,1170,1190,1140,1180,1180,1190,1190,1190,1180,1160,1170,1200,1190,1170,1190,1170,1210,1140,1120,1180,1200,1170,1160,1150,1210,1190,1150,1140,1100,1200,1190,1170,1200,1190,1210,1130,1160,1200,1200,1180,1140,1190,1200,1200,1180,1170,1170,1190,1140,1130,1160,1180,1120,1190,1150,1190,1160,1120,1110,1150,1150,1170,1140,1170,1120,1150,1160,1130,1150,1110,1130,1150,1160,1140,1140,1120,1160,1150,1260,1250,1250,1230,1230,1230,1220,1250,1260,1260,1240,1230,1230,1270,1250,1250,1260
552,971,1090,1150,1100,1100,1260,1140,1150,1080,1160,1130,1130,1160,1120,1150,1100,1120,1170,1130,1140,1110,1130,1100,1100,1050,1160,1150,1170,1190,1130,1110,1130,1140,1170,1170,1100,1200,1200,934,927,954,990,958,965,1070,1060,985,938,936,940,1090,1030,1100,1120,1090,545,0,572,541,522,504,533,557,556,270,489,499,1190,1100,1180,1190,1160,1140,1190,1150,1180,1200,1190,1190,1170,1160,1190,1200,1170,1180,1160,1210,1160,1100,1140,1190,1170,1180,1160,1200,1150,1180,1160,1080,1160,1160,1170,1180,1160,1170,1130,1180,1180,1190,1180,1140,1170,1140,1160,1170,1190,1170,1160,1120,1090,1120,1140,1120,1160,1130,1160,1130,1130,1110,1140,1150,1170,1130,1150,1110,1120,1110,1140,1180,1140,1140,1120,1120,1130,1150,1110,1140,1140,1250,1240,1260,1230,1250,1240,1240,1250,1240,1250,1240,1250,1250,1290,1230,1240,1240
344,912,1120,1170,1110,1170,1250,1110,1130,1130,1150,1140,1120,1130,1140,1140,1120,1110,1140,1170,1130,1110,1130,1120,1100,1090,1160,1120,1170,1160,1120,1130,1140,1140,1190,1160,1130,1190,1230,920,912,937,950,907,942,1030,1020,941,897,902,919,1050,1030,1040,1090,1080,308,572,0,339,310,460,356,405,452,517,311,357,1160,1110,1170,1180,1180,1120,1190,1150,1190,1190,1170,1180,1160,1150,1200,1160,1180,1160,1180,1210,1130,1110,1200,1190,1170,1150,1140,1180,1170,1160,1160,1140,1220,1140,1190,1220,1200,1240,1140,1180,1200,1200,1180,1130,1190,1200,1210,1150,1190,1180,1210,1160,1170,1190,1190,1160,1170,1190,1160,1170,1140,1130,1160,1170,1140,1130,1160,1120,1150,1170,1140,1150,1110,1110,1140,1180,1120,1140,1130,1150,1110,1240,1230,1230,1200,1200,1200,1210,1220,1250,1250,1210,1220,1210,1260,1240,1240,1250
221,919,1130,1140,1090,1120,1270,1110,1130,1140,1140,1130,1150,1130,1130,1120,1120,1140,1130,1150,1150,1120,1150,1090,1110,1100,1150,1130,1190,1170,1140,1130,1120,1120,1180,1170,1120,1200,1250,969,903,913,925,918,932,1020,1010,943,901,932,904,1060,984,1040,1070,1050,317,541,339,0,179,388,302,373,363,448,186,229,1160,1090,1160,1160,1160,1140,1150,1170,1170,1170,1170,1170,1160,1170,1200,1160,1170,1140,1150,1230,1110,1100,1170,1180,1170,1170,1120,1180,1170,1150,1140,1080,1180,1160,1140,1180,1170,1200,1160,1150,1180,1180,1160,1140,1180,1190,1220,1160,1170,1160,1170,1140,1140,1150,1170,1120,1140,1150,1160,1140,1100,1120,1140,1140,1170,1110,1160,1110,1120,1150,1120,1160,1130,1130,1140,1130,1130,1110,1120,1170,1110,1260,1250,1260,1230,1220,1220,1230,1240,1260,1270,1240,1250,1250,1280,1240,1240,1270
209,905,1130,1160,1100,1130,1270,1110,1150,1130,1140,1140,1140,1130,1140,1140,1120,1140,1130,1150,1170,1130,1140,1120,1120,1090,1130,1120,1180,1160,1140,1140,1130,1120,1200,1180,1160,1200,1250,918,891,912,912,913,951,1010,1020,955,917,948,922,1070,987,1030,1080,1060,301,522,310,179,0,352,289,341,360,476,187,203,1190,1100,1160,1160,1170,1140,1160,1190,1170,1190,1170,1170,1160,1190,1210,1190,1180,1170,1160,1220,1150,1120,1190,1190,1170,1160,1140,1190,1200,1160,1150,1110,1190,1200,1160,1200,1190,1220,1180,1160,1210,1190,1170,1130,1190,1190,1220,1200,1170,1160,1190,1130,1150,1170,1190,1130,1170,1160,1180,1150,1140,1140,1140,1160,1170,1130,1160,1130,1150,1150,1120,1160,1120,1140,1130,1150,1150,1140,1140,1170,1120,1250,1260,1260,1230,1230,1230,1230,1240,1260,1270,1250,1250,1240,1270,1230,1230,1270
397,938,1110,1170,1100,1150,1260,1120,1150,1110,1160,1140,1110,1130,1090,1120,1120,1130,1130,1150,1180,1130,1130,1100,1110,1060,1130,1110,1170,1170,1140,1090,1120,1120,1170,1170,1120,1200,1230,931,955,957,972,970,958,1060,1050,963,932,935,914,1030,1030,1050,1070,1060,465,504,460,388,352,0,471,389,474,500,348,406,1160,1100,1140,1150,1150,1140,1160,1190,1160,1170,1170,1150,1150,1160,1200,1180,1160,1170,1130,1200,1130,1100,1150,1140,1140,1150,1150,1160,1160,1150,1150,1110,1190,1170,1140,1160,1190,1210,1160,1140,1210,1160,1140,1170,1160,1210,1200,1170,1150,1150,1190,1150,1150,1150,1160,1140,1170,1160,1180,1160,1140,1120,1130,1170,1180,1140,1170,1110,1140,1140,1140,1180,1130,1150,1120,1140,1160,1140,1130,1180,1110,1260,1250,1260,1240,1240,1240,1240,1240,1240,1270,1230,1240,1250,1280,1230,1240,1250
318,927,1110,1160,1110,1130,1250,1110,1160,1120,1120,1120,1120,1140,1140,1140,1130,1140,1090,1160,1140,1110,1140,1080,1080,1080,1110,1100,1180,1150,1150,1130,1140,1130,1210,1150,1150,1190,1230,946,893,913,939,931,982,1000,999,959,943,943,927,1030,983,1030,1110,1110,307,533,356,302,289,471,0,443,456,486,307,333,1170,1110,1160,1160,1160,1120,1160,1170,1170,1170,1200,1170,1160,1170,1220,1190,1170,1160,1170,1200,1140,1130,1190,1180,1190,1140,1150,1210,1170,1180,1170,1130,1210,1150,1150,1170,1200,1230,1160,1150,1190,1170,1170,1140,1190,1190,1210,1180,1160,1150,1200,1130,1130,1140,1160,1120,1130,1160,1190,1140,1130,1140,1140,1170,1160,1120,1170,1120,1150,1130,1130,1160,1130,1140,1120,1150,1160,1130,1120,1170,1140,1250,1260,1260,1230,1220,1220,1220,1230,1260,1260,1240,1250,1220,1270,1230,1240,1260
380,894,1130,1140,1090,1160,1240,1100,1140,1150,1110,1130,1140,1120,1150,1120,1100,1150,1130,1160,1170,1130,1130,1110,1090,1080,1140,1120,1160,1160,1150,1130,1130,1120,1180,1160,1130,1200,1230,925,911,938,929,894,918,1070,1070,943,917,919,928,1030,1010,1050,1090,1090,401,557,405,373,341,389,443,0,421,526,358,399,1170,1090,1180,1190,1210,1130,1200,1170,1200,1210,1160,1190,1160,1160,1220,1180,1190,1170,1170,1200,1150,1100,1170,1210,1170,1180,1130,1170,1160,1160,1150,1120,1230,1180,1180,1210,1200,1230,1160,1190,1210,1200,1190,1160,1210,1200,1230,1190,1190,1180,1210,1160,1150,1180,1180,1130,1190,1160,1160,1160,1140,1160,1160,1160,1170,1160,1150,1160,1140,1160,1120,1150,1110,1130,1140,1170,1160,1140,1150,1180,1120,1240,1240,1240,1210,1210,1210,1210,1230,1230,1250,1230,1220,1210,1270,1210,1210,1270
366,965,1140,1150,1110,1150,1280,1150,1180,1130,1170,1170,1160,1160,1160,1150,1150,1130,1160,1180,1190,1160,1170,1140,1140,1100,1140,1170,1200,1200,1180,1140,1140,1150,1170,1190,1150,1170,1240,965,911,972,972,948,1010,1080,1050,1000,967,994,992,1100,1020,1090,1100,1080,486,556,452,363,360,474,456,421,0,501,413,368,1160,1110,1180,1200,1170,1130,1200,1180,1180,1190,1190,1190,1170,1180,1220,1190,1200,1160,1160,1230,1150,1120,1180,1200,1170,1170,1150,1210,1190,1200,1190,1130,1210,1190,1180,1180,1220,1230,1180,1190,1220,1210,1180,1160,1200,1210,1210,1180,1200,1180,1200,1180,1170,1170,1210,1140,1190,1190,1180,1180,1160,1160,1190,1170,1180,1160,1190,1150,1160,1160,1140,1180,1140,1160,1150,1180,1180,1140,1170,1190,1150,1270,1260,1260,1250,1230,1240,1240,1260,1270,1280,1250,1250,1260,1300,1260,1250,1270
464,969,1120,1140,1110,1110,1250,1120,1130,1090,1140,1120,1120,1130,1120,1120,1100,1130,1130,1150,1140,1110,1130,1100,1090,1050,1130,1140,1160,1160,1140,1120,1140,1140,1160,1160,1090,1200,1220,929,911,914,934,951,961,1070,1050,984,955,927,934,1080,1000,1070,1110,1110,466,270,517,448,476,500,486,526,501,0,433,452,1170,1110,1180,1200,1160,1140,1180,1170,1200,1190,1180,1180,1180,1190,1190,1200,1180,1170,1170,1210,1140,1110,1160,1190,1180,1170,1150,1190,1160,1190,1170,1100,1180,1190,1180,1180,1180,1190,1170,1180,1180,1210,1190,1170,1180,1170,1180,1180,1180,1180,1180,1140,1110,1130,1150,1130,1160,1160,1160,1130,1140,1120,1150,1140,1170,1140,1150,1120,1120,1150,1120,1170,1140,1160,1120,1140,1150,1130,1110,1160,1160,1250,1240,1250,1230,1230,1230,1220,1240,1250,1250,1240,1230,1250,1290,1220,1220,1250
279,912,1120,1150,1090,1120,1250,1060,1110,1120,1130,1150,1140,1110,1100,1100,1090,1120,1130,1140,1130,1120,1110,1110,1100,1090,1130,1150,1180,1170,1130,1130,1100,1110,1180,1160,1100,1190,1240,927,902,899,929,922,932,1010,1000,956,907,917,896,1050,1000,1030,1090,1060,257,489,311,186,187,348,307,358,413,433,0,248,1190,1090,1180,1170,1180,1130,1180,1170,1180,1200,1180,1190,1180,1170,1200,1170,1190,1170,1180,1230,1130,1110,1190,1200,1180,1170,1140,1180,1180,1170,1160,1110,1200,1170,1170,1200,1190,1210,1130,1160,1200,1200,1180,1150,1200,1180,1200,1160,1170,1180,1200,1150,1130,1140,1190,1140,1170,1150,1160,1160,1120,1110,1160,1150,1170,1120,1160,1120,1130,1150,1110,1150,1120,1130,1130,1150,1140,1120,1120,1160,1140,1230,1240,1250,1220,1220,1220,1210,1230,1260,1240,1250,1240,1240,1280,1230,1240,1250
213,928,1130,1170,1090,1170,1270,1120,1160,1140,1160,1140,1140,1150,1110,1150,1100,1140,1110,1160,1170,1120,1130,1110,1100,1090,1140,1140,1190,1160,1140,1150,1130,1120,1210,1160,1160,1220,1260,944,895,928,934,943,946,1020,1010,945,874,918,918,1060,1010,1060,1080,1060,360,499,357,229,203,406,333,399,368,452,248,0,1180,1090,1190,1170,1190,1140,1170,1210,1190,1200,1180,1190,1150,1180,1220,1190,1190,1170,1160,1220,1150,1110,1190,1190,1160,1180,1150,1180,1170,1160,1150,1120,1210,1190,1170,1180,1200,1230,1170,1150,1180,1190,1190,1140,1170,1190,1210,1200,1160,1180,1200,1160,1170,1160,1190,1130,1180,1170,1190,1160,1130,1150,1170,1190,1180,1120,1170,1130,1150,1150,1140,1170,1130,1160,1150,1180,1160,1140,1140,1180,1150,1250,1250,1260,1240,1220,1230,1240,1250,1260,1270,1250,1250,1250,1290,1250,1230,1270
1160,1200,1080,1050,896,881,1200,1130,1140,1170,1150,1110,1100,1150,1170,1120,1150,1100,1150,1200,1120,1130,1100,1150,1140,1090,1100,1170,1180,1210,1160,1190,1160,1200,1080,1110,1050,1090,1120,1120,1210,1170,1180,1190,1150,1150,1180,1200,1190,1140,1120,1220,1200,1200,1230,1220,1200,1190,1160,1160,1190,1160,1170,1170,1160,1170,1190,1180,0,896,816,857,822,348,843,521,826,823,763,834,823,748,802,612,843,139,828,826,411,876,747,830,828,864,768,822,475,808,825,824,778,502,849,827,771,809,651,846,829,809,827,794,806,892,824,506,857,823,770,847,839,876,817,815,862,774,891,855,835,907,880,892,906,913,957,916,890,878,950,970,916,902,918,847,892,924,929,941,974,1200,1190,1200,1170,1190,1190,1190,1190,1180,1170,1190,1190,1190,1220,1190,1210,1240
